animeA_id,animeB_id,relation_type
20355,3786,Other
3786,28149,Other
13821,38299,Other
30122,92,Other
34549,147,Other
3785,33051,Other
42136,42161,Other
49827,14353,Other
35283,38299,Other
32927,3626,Other
4130,23259,Other
1856,2743,Other
19489,20667,Other
37285,37664,Other
147,28149,Other
13863,17621,Other
22661,31289,Other
37764,34549,Other
918,33550,Other
84,28149,Other
37843,33543,Other
33225,32792,Other
33051,23259,Other
147,23259,Other
51145,36825,Other
37818,37249,Other
33149,33145,Other
37818,10607,Other
28149,91,Other
6336,4130,Other
34036,36269,Other
49730,36836,Other
82,28149,Other
41030,1969,Other
24835,10808,Other
33875,8171,Other
42697,6941,Other
14349,31115,Other
50084,3202,Other
147,2695,Other
2269,1969,Other
41030,39935,Other
18679,39935,Other
38982,2391,Other
33875,2747,Other
49828,39592,Other
33878,50696,Other
22661,3044,Other
85,38055,Other
35224,33225,Other
892,34165,Other
32,5723,Other
33225,9170,Other
36624,39697,Other
37902,22661,Other
84,5270,Other
36241,36240,Other
33881,36239,Other
22661,6941,Other
93,17843,Other
39362,36239,Other
32681,2743,Other
49828,3626,Other
15323,40181,Other
31115,41030,Other
7261,33547,Other
28149,2391,Other
4130,20667,Other
6336,49211,Other
49828,2743,Other
1969,1939,Other
34549,36436,Other
34549,32739,Other
3784,11695,Other
49827,2306,Other
2225,33881,Other
33880,51162,Other
37764,41030,Other
9170,32739,Other
5723,32739,Other
1967,5723,Other
37764,33225,Other
3312,33874,Other
2225,33878,Other
1969,33226,Other
84,32158,Other
3312,33881,Other
33051,50084,Other
3785,41030,Other
1939,8132,Other
49827,41030,Other
50696,33882,Other
24835,32158,Other
51162,33876,Other
225,33876,Other
22777,33875,Other
2386,33875,Other
37885,33878,Other
32437,33878,Other
80,33226,Other
22661,51162,Other
49211,11695,Other
9170,30122,Other
28149,30122,Other
23387,25393,Sequel
40762,39567,Sequel
617,618,Sequel
383,652,Sequel
550,481,Sequel
36516,38020,Sequel
2227,2405,Sequel
33352,37987,Sequel
38491,41528,Sequel
34019,39469,Sequel
6658,33085,Sequel
35015,37924,Sequel
3231,4765,Sequel
8963,6899,Sequel
422,423,Sequel
972,1401,Sequel
23269,33034,Sequel
6893,11879,Sequel
331,332,Sequel
232,33354,Sequel
10713,10714,Sequel
12753,15651,Sequel
32182,50172,Sequel
16756,19781,Sequel
46971,40507,Sequel
6772,8514,Sequel
291,2595,Sequel
263,5258,Sequel
20473,26395,Sequel
12113,32379,Sequel
1392,1394,Sequel
40748,51009,Sequel
37184,38220,Sequel
1288,1096,Sequel
38435,40734,Sequel
47816,47819,Sequel
264,5258,Sequel
44078,44079,Sequel
4444,10526,Sequel
10119,26123,Sequel
5667,28979,Sequel
18507,38027,Sequel
36083,34607,Sequel
32836,32843,Sequel
14713,33323,Sequel
861,4918,Sequel
37515,41084,Sequel
18,15059,Sequel
21097,30891,Sequel
14741,27601,Sequel
29101,31324,Sequel
21427,31445,Sequel
8456,11859,Sequel
47816,50297,Sequel
7435,7364,Sequel
3586,3587,Sequel
15905,29936,Sequel
3604,11237,Sequel
4081,20651,Sequel
35788,40902,Sequel
1313,32551,Sequel
32867,50330,Sequel
40489,39597,Sequel
16894,24415,Sequel
527,14093,Sequel
6171,12929,Sequel
44147,44151,Sequel
25967,35921,Sequel
15125,32228,Sequel
26395,32228,Sequel
32409,39480,Sequel
31324,31368,Sequel
5690,8190,Sequel
36824,40806,Sequel
36342,36344,Sequel
34129,43772,Sequel
42392,51119,Sequel
19613,28881,Sequel
869,1172,Sequel
34467,49110,Sequel
26395,35370,Sequel
41587,49918,Sequel
49063,51083,Sequel
8624,10444,Sequel
38024,38022,Sequel
29687,34905,Sequel
40024,40429,Sequel
38129,39798,Sequel
11741,356,Sequel
1669,1668,Sequel
33661,34835,Sequel
34314,34835,Sequel
13821,30151,Sequel
34161,48896,Sequel
33002,35112,Sequel
34540,40881,Sequel
89,95,Sequel
37245,44050,Sequel
704,144,Prequel
49889,43523,Prequel
10271,3002,Prequel
32228,15125,Prequel
1249,1248,Prequel
29829,9055,Prequel
5419,490,Prequel
40733,33350,Prequel
11237,1852,Prequel
33746,31519,Prequel
40542,33255,Prequel
34207,31746,Prequel
17341,14355,Prequel
8706,8710,Prequel
32270,32269,Prequel
26123,8675,Prequel
31019,24773,Prequel
1886,505,Prequel
1473,1471,Prequel
48862,42516,Prequel
33377,34197,Prequel
32582,1685,Prequel
1389,1387,Prequel
8516,6347,Prequel
50599,19383,Prequel
1297,212,Prequel
7334,2156,Prequel
1042,1041,Prequel
23399,16417,Prequel
39469,34019,Prequel
25977,25985,Prequel
38621,3479,Prequel
33541,32906,Prequel
9241,1603,Prequel
40020,3087,Prequel
45599,38741,Prequel
48951,30850,Prequel
40591,37999,Prequel
34299,1313,Prequel
10080,8525,Prequel
47777,34863,Prequel
4901,1519,Prequel
38436,37176,Prequel
1425,1412,Prequel
49398,36910,Prequel
1831,2292,Prequel
50364,37822,Prequel
10743,12603,Prequel
49572,36318,Prequel
10924,6633,Prequel
31319,23579,Prequel
35265,33724,Prequel
37027,32526,Prequel
50193,40045,Prequel
48549,50612,Prequel
6572,2787,Prequel
11371,2752,Prequel
2013,4162,Prequel
37441,21339,Prequel
4789,6401,Prequel
45448,41081,Prequel
39486,15335,Prequel
41404,37369,Prequel
39166,33970,Prequel
31789,21097,Prequel
40880,38804,Prequel
41674,3297,Prequel
20221,14575,Prequel
41529,10527,Prequel
39587,31240,Prequel
48491,35672,Prequel
46652,10527,Prequel
38129,38121,Prequel
49549,42445,Prequel
34941,16363,Prequel
37283,34901,Prequel
14093,9107,Prequel
4476,484,Prequel
32551,552,Prequel
15201,15199,Prequel
30711,15201,Prequel
48694,44097,Prequel
10370,8410,Prequel
33050,33049,Prequel
721,3265,Summary
168,12223,Summary
22199,26449,Summary
4486,42153,Summary
24833,33513,Summary
28405,33513,Summary
38691,43555,Summary
24277,25755,Summary
31783,25755,Summary
24701,39738,Summary
21329,39738,Summary
31765,40489,Summary
39597,41341,Summary
21881,41341,Summary
18179,35880,Summary
486,1815,Summary
76,31137,Summary
482,33997,Summary
29803,34428,Summary
8937,38180,Summary
31240,34428,Summary
21,28683,Summary
37290,28683,Summary
32937,34904,Summary
41567,34904,Summary
39587,40849,Summary
89,40890,Summary
33371,15323,Summary
223,15323,Summary
223,36215,Summary
35770,37902,Summary
30450,50696,Summary
2461,2461,Identity
12375,12375,Identity
1176,1176,Identity
6078,6078,Identity
32642,32642,Identity
45643,45643,Identity
33905,33905,Identity
8,8,Identity
3835,3835,Identity
7573,7573,Identity
12143,12143,Identity
35976,35976,Identity
8130,8130,Identity
13421,13421,Identity
31741,31741,Identity
48909,48909,Identity
1022,1022,Identity
28067,28067,Identity
38496,38496,Identity
38099,38099,Identity
25867,25867,Identity
38424,38424,Identity
932,932,Identity
3389,3389,Identity
8745,8745,Identity
34309,34309,Identity
2130,2130,Identity
36740,36740,Identity
30240,30240,Identity
4522,4522,Identity
42811,42811,Identity
2944,2944,Identity
1692,1692,Identity
11031,11031,Identity
19121,19121,Identity
50923,50923,Identity
38935,38935,Identity
15893,15893,Identity
1100,1100,Identity
33398,33398,Identity
36520,36520,Identity
800,800,Identity
33694,33694,Identity
31694,31694,Identity
44074,44074,Identity
40786,40786,Identity
5559,5559,Identity
16021,16021,Identity
34888,34888,Identity
23519,23519,Identity
42361,42361,Identity
2950,2950,Identity
48323,48323,Identity
35594,35594,Identity
3020,3020,Identity
49691,49691,Identity
24037,24037,Identity
34799,34799,Identity
553,553,Identity
34929,34929,Identity
34361,34361,Identity
11995,11995,Identity
41466,41466,Identity
18389,18389,Identity
29919,29919,Identity
36670,36670,Identity
17747,17747,Identity
39668,39668,Identity
6557,6557,Identity
7877,7877,Identity
34368,34368,Identity
43490,43490,Identity
3358,3358,Identity
3463,3463,Identity
42346,42346,Identity
11221,11221,Identity
19351,19351,Identity
23275,23275,Identity
40526,40526,Identity
30013,30013,Identity
16189,16189,Identity
13171,13171,Identity
29589,29589,Identity
10723,10723,Identity
50208,50208,Identity
253,253,Identity
31716,31716,Identity
39918,39918,Identity
3063,3063,Identity
3131,3131,Identity
5992,5992,Identity
35241,35241,Identity
1079,1079,Identity
33872,33872,Identity
36182,36182,Identity
40885,40885,Identity
1292,1292,Identity
36884,36884,Identity
49422,49422,Identity
3667,3667,Identity
9825,9825,Identity
634,634,Identity
10325,10325,Identity
35215,35215,Identity
43538,43538,Identity
1316,1316,Identity
24981,24981,Identity
34924,34924,Identity
9587,9587,Identity
980,980,Identity
33083,33083,Identity
43519,43519,Identity
2083,2083,Identity
30375,30375,Identity
30307,30307,Identity
38464,38464,Identity
29513,29513,Identity
22167,22167,Identity
38470,38470,Identity
22535,22535,Identity
3999,3999,Identity
3078,3078,Identity
34825,34825,Identity
2135,2135,Identity
36574,36574,Identity
6829,6829,Identity
26243,26243,Identity
42834,42834,Identity
39468,39468,Identity
48969,48969,Identity
6131,6131,Identity
30473,30473,Identity
3995,3995,Identity
15843,15843,Identity
3384,3384,Identity
39179,39179,Identity
637,637,Identity
4948,4948,Identity
40530,40530,Identity
40727,40727,Identity
19383,19383,Identity
29301,29301,Identity
6654,6654,Identity
2373,2373,Identity
1069,1069,Identity
2232,2232,Identity
8848,8848,Identity
33728,33728,Identity
33443,33443,Identity
36657,36657,Identity
40602,40602,Identity
31678,31678,Identity
37620,37620,Identity
12657,12657,Identity
6061,6061,Identity
37510,37510,Identity
10845,10845,Identity
1317,1317,Identity
284,284,Identity
33539,33539,Identity
4195,4195,Identity
37717,37717,Identity
41290,41290,Identity
12403,12403,Identity
5136,5136,Identity
37481,37481,Identity
42458,42458,Identity
7322,7322,Identity
5029,5029,Identity
12437,12437,Identity
2684,2684,Identity
35818,35818,Identity
7654,7654,Identity
33753,33753,Identity
2828,2828,Identity
38422,38422,Identity
9340,9340,Identity
40639,40639,Identity
2057,2057,Identity
4075,4075,Identity
7752,7752,Identity
35113,35113,Identity
33185,33185,Identity
21607,21607,Identity
36539,36539,Identity
35985,35985,Identity
29975,29975,Identity
49771,49771,Identity
2207,2207,Identity
48604,48604,Identity
25999,25999,Identity
9389,9389,Identity
2428,2428,Identity
40434,40434,Identity
33026,33026,Identity
37975,37975,Identity
37047,37047,Identity
37496,37496,Identity
30654,30654,Identity
9346,9346,Identity
4244,4244,Identity
32276,32276,Identity
283,283,Identity
10298,10298,Identity
77,77,Identity
49208,49208,Identity
558,558,Identity
10122,10122,Identity
530,530,Identity
21195,21195,Identity
38416,38416,Identity
6637,6637,Identity
37181,37181,Identity
37095,37095,Identity
38768,38768,Identity
2028,2028,Identity
6377,6377,Identity
37036,37036,Identity
37341,37341,Identity
293,293,Identity
40729,40729,Identity
39356,39356,Identity
7579,7579,Identity
28227,28227,Identity
4365,4365,Identity
12485,12485,Identity
1008,1008,Identity
41135,41135,Identity
1426,1426,Identity
34607,34607,Identity
48941,48941,Identity
632,632,Identity
3352,3352,Identity
30485,30485,Identity
4662,4662,Identity
10528,10528,Identity
10647,10647,Identity
27601,27601,Identity
31967,31967,Identity
51152,51152,Identity
5947,5947,Identity
38883,38883,Identity
34901,34901,Identity
139,139,Identity
13767,13767,Identity
48426,48426,Identity
12455,12455,Identity
37037,37037,Identity
28215,28215,Identity
36686,36686,Identity
33975,33975,Identity
29583,29583,Identity
38149,38149,Identity
34870,34870,Identity
20909,20909,Identity
29687,29687,Identity
37308,37308,Identity
38132,38132,Identity
26017,26017,Identity
31158,31158,Identity
1348,1348,Identity
22673,22673,Identity
17187,17187,Identity
3854,3854,Identity
12725,12725,Identity
50846,50846,Identity
37566,37566,Identity
3745,3745,Identity
41529,41529,Identity
37112,37112,Identity
49153,49153,Identity
39067,39067,Identity
36714,36714,Identity
356,356,Identity
3932,3932,Identity
40156,40156,Identity
35612,35612,Identity
34489,34489,Identity
35072,35072,Identity
34904,34904,Identity
17843,17843,Identity
37051,37051,Identity
11073,11073,Identity
51018,51018,Identity
35551,35551,Identity
38720,38720,Identity
1238,1238,Identity
36825,36825,Identity
35567,35567,Identity
33192,33192,Identity
33881,33881,Identity
32454,15125,Spin-off
10444,25687,Spin-off
35890,42262,Spin-off
808,1228,Spin-off
8057,5305,Spin-off
3328,756,Spin-off
8248,2582,Spin-off
38075,38074,Spin-off
5955,8937,Spin-off
1092,93,Spin-off
1720,472,Spin-off
34787,31762,Spin-off
2536,4662,Spin-off
1165,2168,Spin-off
21407,16442,Spin-off
25875,34522,Spin-off
12685,15199,Spin-off
44191,32160,Spin-off
35180,38154,Spin-off
32108,552,Spin-off
37422,36186,Spin-off
1999,562,Spin-off
32228,28861,Spin-off
8443,5246,Spin-off
27815,39244,Spin-off
3256,8249,Spin-off
33358,5246,Spin-off
37307,37308,Spin-off
41160,50141,Spin-off
8551,502,Spin-off
13145,38199,Spin-off
38524,31374,Spin-off
31722,45567,Spin-off
41074,859,Spin-off
13145,41283,Spin-off
2725,10351,Spin-off
8133,36593,Spin-off
5753,1534,Spin-off
15649,38767,Spin-off
1092,31251,Spin-off
2470,1553,Spin-off
37422,21073,Spin-off
35883,32174,Spin-off
5658,1985,Spin-off
35883,35081,Spin-off
50084,38982,Spin-off
39592,3927,Spin-off
86,3927,Spin-off
9979,21031,Spin-off
5658,42153,Spin-off
37765,10808,Spin-off
35224,10808,Spin-off
50084,3626,Spin-off
32792,2269,Spin-off
94,2743,Spin-off
33192,2520,Spin-off
50696,2520,Spin-off
32792,8132,Spin-off
84,2391,Spin-off
1090,2743,Spin-off
6941,8551,Spin-off
80,8132,Spin-off
2466,2061,Character
8935,8925,Character
23213,36030,Character
40357,29803,Character
40246,24997,Character
35770,33371,Character
30144,35067,Character
48549,43349,Character
15417,30757,Character
10033,225,Character
30911,6046,Character
5306,445,Character
35454,30039,Character
39310,5967,Character
34817,37484,Character
176,25939,Character
19067,37484,Character
940,6773,Character
34901,24909,Character
34086,38110,Character
35454,24909,Character
23831,5081,Character
23135,22215,Character
40357,39587,Character
39282,19157,Character
10012,22297,Character
5231,36913,Character
39993,32937,Character
31049,32785,Character
40356,39587,Character
34901,39039,Character
29687,30039,Character
41567,40356,Character
30831,40356,Character
37484,30039,Character
34905,24909,Character
31670,32772,Character
29803,42203,Character
17074,23831,Character
34052,19157,Character
35716,19489,Character
24909,32772,Character
30039,39277,Character
48365,35447,Character
24909,34052,Character
15335,19261,Character
2225,2222,Character
23701,4224,Full story
39482,24705,Full story
84,6336,Full story
34892,1179,Full story
41586,39583,Full story
32879,31452,Full story
24743,1387,Full story
15325,12549,Full story
28447,21843,Full story
8171,223,Full story
50282,48391,Full story
664,121,Full story
10297,6112,Full story
38061,34392,Full story
39607,45753,Full story
8950,5494,Full story
47410,187,Full story
36424,41140,Full story
9759,1394,Full story
37865,14093,Full story
6948,11597,Full story
38971,15689,Full story
36796,11597,Full story
51221,38235,Full story
36783,16199,Full story
27891,41341,Full story
35018,19961,Full story
51222,34161,Full story
20667,37764,Full story
12441,8017,Full story
12337,12439,Full story
82,37765,Full story
37764,38714,Full story
31289,21,Full story
2490,21,Full story
2490,987,Full story
16143,31289,Full story
2385,31289,Full story
31289,8171,Full story
50696,46171,Full story
83,50084,Full story
36683,31138,Side story
35073,31138,Side story
6948,9260,Side story
31121,32698,Side story
714,5956,Side story
16508,14889,Side story
37951,37950,Side story
24973,24913,Side story
36632,39397,Side story
8123,30050,Side story
37496,12015,Side story
21255,11685,Side story
16740,16646,Side story
15095,5305,Side story
33337,35720,Side story
235,1425,Side story
951,3203,Side story
35427,43,Side story
34295,25439,Side story
39358,30694,Side story
40181,30694,Side story
1925,1007,Side story
28819,32625,Side story
35860,37621,Side story
1087,2458,Side story
33874,901,Side story
5081,32268,Side story
9883,32383,Side story
36836,1564,Side story
32956,37678,Side story
36410,12963,Side story
30375,35774,Side story
36028,38710,Side story
372,1078,Side story
17359,30777,Side story
36431,34733,Side story
19647,12069,Side story
26023,18713,Side story
35652,8360,Side story
39274,7364,Side story
1445,33026,Side story
31486,10923,Side story
98,8062,Side story
7768,10923,Side story
14719,33191,Side story
30363,39480,Side story
6746,31552,Side story
37934,33589,Side story
35262,35459,Side story
10055,1521,Side story
32316,33589,Side story
176,33589,Side story
37241,38623,Side story
31158,21075,Side story
10297,15015,Side story
30679,7740,Side story
33876,14837,Side story
40454,44983,Side story
5751,814,Side story
15649,36500,Side story
37933,34812,Side story
33454,898,Side story
2222,903,Side story
762,38810,Side story
6941,898,Side story
7375,1531,Side story
51162,896,Side story
20,8246,Side story
1239,1278,Side story
35370,34614,Side story
1373,2747,Side story
3067,23249,Side story
2624,33474,Side story
30617,468,Side story
40779,2725,Side story
34036,1430,Side story
11385,2962,Side story
18507,26213,Side story
16373,17163,Side story
512,986,Side story
940,3466,Side story
49395,19671,Side story
25517,1365,Side story
235,1430,Side story
32511,33658,Side story
3545,8740,Side story
33880,8740,Side story
9863,2951,Side story
37096,28257,Side story
34566,16870,Side story
8355,31603,Side story
17791,19671,Side story
4939,6209,Side story
3044,33338,Side story
1815,1531,Side story
42697,16468,Side story
33874,33338,Side story
3545,33338,Side story
39363,33338,Side story
42091,39477,Side story
23777,39477,Side story
17791,20909,Side story
1241,31973,Side story
34034,5256,Side story
33915,33922,Side story
15649,37424,Side story
1566,10870,Side story
6525,17163,Side story
1735,10589,Side story
33878,16239,Side story
12979,761,Side story
36239,16239,Side story
34440,40315,Side story
42385,38211,Side story
8551,905,Side story
17359,29729,Side story
39478,49627,Side story
30144,32088,Side story
51018,2847,Side story
40156,3031,Side story
37902,16468,Side story
30144,32087,Side story
40181,16468,Side story
41074,3031,Side story
33874,16468,Side story
966,6460,Side story
34540,1118,Side story
33878,33606,Side story
33149,1367,Side story
35854,1677,Side story
1565,1118,Side story
40156,2606,Side story
32108,8491,Side story
34438,40836,Side story
35859,16468,Side story
4712,2606,Side story
38562,39046,Side story
21,33947,Side story
30754,35140,Side story
42136,2847,Side story
37851,6325,Side story
39587,32380,Side story
6877,1122,Side story
51234,18781,Side story
527,1526,Side story
50840,2201,Side story
31592,1121,Side story
21479,1670,Side story
37675,36286,Side story
27525,18851,Side story
39361,12859,Side story
246,37626,Side story
35073,32380,Side story
3848,12859,Side story
2406,12859,Side story
46650,10821,Side story
35770,12859,Side story
1983,905,Side story
34514,2201,Side story
46171,4155,Side story
36239,4155,Side story
2490,4155,Side story
35447,24591,Side story
48409,32088,Side story
39361,31490,Side story
6702,36890,Side story
33050,12187,Side story
7645,4703,Side story
38959,19109,Side story
2398,8491,Side story
19489,21659,Side story
19123,31490,Side story
33669,15307,Side story
49730,1709,Side story
10954,24763,Side story
35206,15307,Side story
33145,21419,Side story
2252,2734,Side story
2385,25389,Side story
38022,39464,Side story
31115,31973,Side story
33146,14735,Side story
11073,7695,Side story
13183,13263,Side story
34036,28479,Side story
33146,28479,Side story
891,894,Side story
38085,12187,Side story
38897,18851,Side story
43745,33221,Side story
33145,34430,Side story
7645,17357,Side story
49119,33545,Side story
41590,37264,Side story
918,6945,Side story
46650,29868,Side story
31592,5526,Side story
36995,29868,Side story
15323,899,Side story
28511,29868,Side story
32437,899,Side story
42476,35798,Side story
38784,25011,Side story
987,897,Side story
2363,12671,Side story
32158,31973,Side story
603,23083,Side story
5225,40082,Side story
47413,6438,Side story
2695,34519,Side story
51234,40753,Side story
7472,33545,Side story
3546,904,Side story
37764,31973,Side story
3848,900,Side story
21,899,Side story
11359,12231,Side story
21695,5526,Side story
36914,26057,Side story
38897,25011,Side story
37885,902,Side story
36871,34519,Side story
42476,8609,Side story
33876,897,Side story
19291,16680,Side story
33879,459,Side story
8171,897,Side story
37865,1527,Side story
37851,13827,Side story
2406,897,Side story
36825,4793,Side story
39369,6988,Side story
38299,13823,Side story
22695,12231,Side story
8171,12231,Side story
47413,1368,Side story
8176,25161,Side story
41136,13825,Side story
40367,463,Side story
33874,895,Side story
32437,895,Side story
2363,1527,Side story
22297,25011,Side story
51162,985,Side story
14093,31231,Side story
35790,37264,Side story
891,25161,Side story
971,464,Side story
6941,460,Side story
33225,34519,Side story
37885,464,Side story
33145,2597,Side story
51145,4795,Side story
35551,34325,Side story
223,460,Side story
10012,13263,Side story
3044,25161,Side story
37290,895,Side story
39277,32926,Side story
39363,461,Side story
512,461,Side story
33875,463,Side story
36760,21867,Side story
19123,463,Side story
44248,36833,Side story
8551,28371,Side story
35018,35632,Side story
51018,5845,Side story
35859,25161,Side story
20159,10302,Side story
33489,31035,Side story
34034,34325,Side story
32359,42914,Side story
14123,11009,Side story
2363,10302,Side story
31592,5845,Side story
17115,10302,Side story
11359,5252,Side story
39721,41052,Side story
33051,81,Side story
1426,1432,Side story
225,9999,Side story
34540,11009,Side story
25517,8097,Side story
3444,21659,Side story
28683,5152,Side story
33881,984,Side story
33146,1431,Side story
33145,1431,Side story
25517,1431,Side story
2222,30420,Side story
10033,984,Side story
36825,4910,Side story
15335,33545,Side story
893,2385,Side story
2747,2386,Side story
10033,2386,Side story
48903,30453,Side story
22661,10017,Side story
50696,10017,Side story
33882,2385,Side story
1939,21659,Side story
36825,10917,Side story
36825,16678,Side story
51150,50673,Side story
8310,3019,Side story
502,466,Side story
19291,16678,Side story
42476,38720,Side story
36269,1427,Side story
235,38720,Side story
33882,2490,Side story
31289,466,Side story
40351,51013,Side story
892,1237,Side story
28853,42914,Side story
22777,2490,Side story
31115,83,Side story
31750,50673,Side story
14093,5844,Side story
35632,37626,Side story
1425,1427,Side story
33881,1237,Side story
40181,1237,Side story
33874,2680,Side story
11359,12001,Side story
50696,1238,Side story
3044,2680,Side story
36967,40578,Side story
2225,2680,Side story
39611,33705,Side story
813,12001,Side story
22661,12001,Side story
33192,6714,Side story
34034,51013,Side story
225,6714,Side story
39611,35632,Side story
33454,22699,Side story
891,38653,Side story
12851,4540,Side story
4130,7060,Side story
33454,20871,Side story
10074,22695,Side story
2225,20871,Side story
22661,20871,Side story
3545,20871,Side story
36215,20871,Side story
37290,22695,Side story
39363,36240,Side story
32158,7060,Side story
36215,36240,Side story
225,36240,Side story
1969,27907,Side story
971,36241,Side story
33880,2901,Side story
22695,36239,Side story
3312,7667,Side story
33878,3547,Side story
37885,2901,Side story
3312,8550,Side story
49828,35567,Side story
11359,7158,Side story
28149,35567,Side story
11359,8548,Side story
15323,11659,Side story
971,6028,Side story
10937,7060,Side story
9170,7060,Side story
2386,7667,Side story
36239,7667,Side story
28683,8547,Side story
34165,8550,Side story
892,30420,Side story
22777,3547,Side story
6033,28369,Side story
14837,28369,Side story
6941,28367,Side story
22699,28367,Side story
37902,28371,Side story
36239,28371,Side story
2490,28367,Side story
31251,32898,Side story
93,32898,Side story
21,28367,Side story
562,1165,Parent story
10582,9736,Parent story
1924,249,Parent story
1399,1088,Parent story
1434,5225,Parent story
33547,9969,Parent story
28215,6171,Parent story
10643,9969,Parent story
38179,355,Parent story
11665,4081,Parent story
3219,1858,Parent story
8815,7643,Parent story
13357,11617,Parent story
37665,8357,Parent story
6527,5753,Parent story
28257,23409,Parent story
8546,223,Parent story
24071,11809,Parent story
6467,5225,Parent story
17113,501,Parent story
21899,9969,Parent story
32553,32268,Parent story
9124,2159,Parent story
32410,31163,Parent story
4213,2967,Parent story
40435,37208,Parent story
3129,501,Parent story
8026,1362,Parent story
38419,223,Parent story
9202,6500,Parent story
822,186,Parent story
32983,4081,Parent story
32122,9969,Parent story
42979,36423,Parent story
1380,58,Parent story
32383,38201,Parent story
2248,1735,Parent story
19319,87,Parent story
9100,6883,Parent story
10808,87,Parent story
33549,15417,Parent story
32160,12221,Parent story
461,33371,Parent story
15937,13201,Parent story
38201,6702,Parent story
37430,45753,Parent story
72,6291,Parent story
11659,33371,Parent story
41873,1362,Parent story
29868,12221,Parent story
1078,35320,Parent story
21075,15195,Parent story
8063,3092,Parent story
42603,35262,Parent story
37431,15417,Parent story
30449,30694,Parent story
19951,138,Parent story
484,129,Parent story
18619,32740,Parent story
35003,36874,Parent story
20977,24365,Parent story
27653,8359,Parent story
1317,6418,Parent story
1117,527,Parent story
36286,35073,Parent story
21659,80,Parent story
40659,21573,Parent story
6709,3266,Parent story
23249,1651,Parent story
1474,1472,Parent story
4469,3269,Parent story
10199,2766,Parent story
37873,37869,Parent story
8363,8359,Parent story
1215,80,Parent story
33545,15335,Parent story
8546,30694,Parent story
2424,33354,Parent story
32349,38627,Parent story
897,813,Parent story
19099,527,Parent story
9999,813,Parent story
34178,37814,Parent story
8360,8359,Parent story
39619,37869,Parent story
10628,1546,Parent story
2584,2582,Parent story
38810,4835,Parent story
4472,17637,Parent story
16680,527,Parent story
10647,11737,Parent story
50046,44208,Parent story
3469,3750,Parent story
50673,21695,Parent story
37099,32820,Parent story
40440,32820,Parent story
33456,27525,Parent story
594,16870,Parent story
20517,17643,Parent story
34032,23135,Parent story
1117,1564,Parent story
1434,1426,Parent story
28861,26395,Parent story
36498,33254,Parent story
32887,40454,Parent story
39764,13203,Parent story
33571,2076,Parent story
33002,12499,Parent story
20767,35773,Parent story
1078,371,Parent story
2954,3468,Parent story
33550,34096,Parent story
81,93,Parent story
38211,23587,Parent story
3218,131,Parent story
38140,38131,Parent story
37751,37750,Parent story
1795,12343,Parent story
37626,34096,Parent story
15783,27947,Parent story
631,632,Parent story
450,452,Parent story
33552,34096,Parent story
36458,13261,Parent story
13823,13817,Parent story
44161,44165,Parent story
17357,1932,Parent story
5163,34437,Parent story
33191,665,Parent story
34812,33589,Parent story
36890,35067,Parent story
40497,35067,Parent story
8364,8360,Parent story
10870,19191,Parent story
452,451,Parent story
37139,9756,Parent story
48126,32809,Parent story
11009,14093,Parent story
34644,1862,Parent story
1427,13203,Parent story
9617,9734,Parent story
2171,23293,Parent story
8687,8360,Parent story
19319,35224,Parent story
6246,971,Parent story
36242,10074,Parent story
6581,37657,Parent story
8362,8360,Parent story
2458,14059,Parent story
2248,13667,Parent story
39429,39167,Parent story
2901,225,Parent story
2472,28755,Parent story
8491,552,Parent story
17163,17359,Parent story
31603,33662,Parent story
38714,19319,Parent story
41488,38793,Parent story
673,8062,Parent story
23871,34257,Parent story
34430,32005,Parent story
33544,6702,Parent story
30148,30654,Parent story
30757,34096,Parent story
897,225,Parent story
42364,35790,Parent story
18231,6704,Parent story
33957,10999,Parent story
10917,21695,Parent story
9135,7902,Parent story
19261,34661,Parent story
1121,31592,Parent story
32087,19961,Parent story
462,6033,Parent story
10431,24727,Parent story
1659,8518,Parent story
30694,6033,Parent story
35631,5231,Parent story
1481,1008,Parent story
38623,37241,Parent story
41488,39607,Parent story
6178,31592,Parent story
17843,90,Parent story
33571,19191,Parent story
6385,34034,Parent story
1670,37283,Parent story
3745,8365,Parent story
1412,32005,Parent story
81,19319,Parent story
10647,10908,Parent story
50562,8365,Parent story
36967,32005,Parent story
13767,20815,Parent story
37115,36564,Parent story
13263,40206,Parent story
3927,37764,Parent story
43975,44158,Parent story
34626,34161,Parent story
2951,35843,Parent story
35453,19157,Parent story
1400,7222,Parent story
33705,20785,Parent story
1119,34540,Parent story
38720,34021,Parent story
33310,22675,Parent story
528,34540,Parent story
40890,2298,Parent story
36566,2172,Parent story
31490,225,Parent story
15783,47413,Parent story
16468,898,Parent story
34626,33142,Parent story
8364,34244,Parent story
30449,903,Parent story
9591,2904,Parent story
18851,40206,Parent story
5225,47413,Parent story
24591,8410,Parent story
8950,2576,Parent story
12255,5205,Parent story
32145,20955,Parent story
37960,34787,Parent story
30417,33661,Parent story
13827,36240,Parent story
40888,31251,Parent story
38629,33661,Parent story
31050,5658,Parent story
5494,2624,Parent story
6555,4026,Parent story
6178,4026,Parent story
33551,35086,Parent story
10276,5996,Parent story
14837,896,Parent story
1521,4071,Parent story
34591,42894,Parent story
4437,936,Parent story
4155,903,Parent story
594,2144,Parent story
35949,90,Parent story
2842,4026,Parent story
